,Unnamed: 0,Date,Close,macd,macdsignal,macdhist,rsi,upperband,middleband,lowerband
0,900,2019-05-03,1168.9892578125,,,,,,,
1,901,2019-05-06,1149.4892578125,,,,,,,
2,902,2019-05-07,1146.4779052734375,,,,,,,
3,903,2019-05-08,1139.0234375,,,,,,,
4,904,2019-05-09,1130.951904296875,,,,,,,
5,905,2019-05-10,1133.716552734375,,,,,,,
6,906,2019-05-13,1129.125244140625,,,,,,,
7,907,2019-05-14,1129.4708251953125,,,,,,,
8,908,2019-05-15,1128.87841796875,,,,,,,
9,909,2019-05-16,1140.7017822265625,,,,,,,
10,910,2019-05-17,1166.101318359375,,,,,,,
11,911,2019-05-20,1200.78173828125,,,,,,,
12,912,2019-05-21,1186.6380615234375,,,,,,,
13,913,2019-05-22,1187.6500244140625,,,,,,,
14,914,2019-05-23,1151.2911376953125,,,,44.78697814229263,,,
15,915,2019-05-24,1171.6551513671875,,,,51.10401828471729,,,
16,916,2019-05-27,1188.9337158203125,,,,55.73199370202978,,,
17,917,2019-05-28,1192.8089599609375,,,,56.72138329690862,,,
18,918,2019-05-29,1193.154541015625,,,,56.81407804148494,,,
19,919,2019-05-30,1204.336181640625,,,,59.81327279319911,1214.6566400574702,1162.008770751953,1109.360901446436
20,920,2019-05-31,1197.3260498046875,,,,57.13432110289048,1218.2296704623275,1163.4256103515625,1108.6215502407974
21,921,2019-06-03,1213.0001220703125,,,,61.30721765621158,1225.0462625458517,1166.6011535644532,1108.1560445830546
22,922,2019-06-04,1210.630615234375,,,,60.35074761552869,1230.4833697081644,1169.8087890625,1109.1342084168355
23,923,2019-06-06,1196.3387451171875,,,,54.79762481784447,1232.6726746734378,1172.6745544433593,1112.6764342132808
24,924,2019-06-07,1208.3348388671875,,,,58.2686113833363,1235.2469252358374,1176.543701171875,1117.8404771079126
25,925,2019-06-10,1204.656982421875,,,,56.827848547382686,1236.5440791351398,1180.09072265625,1123.63736617736
26,926,2019-06-11,1208.7052001953125,,,,58.05718065811455,1236.6806834664767,1184.0697204589844,1131.4587574514921
27,927,2019-06-12,1198.165283203125,,,,53.76458631426716,1234.0259786734441,1187.504443359375,1140.982908045306
28,928,2019-06-13,1206.878662109375,,,,56.62011419060623,1230.0189964406873,1191.4044555664063,1152.7899146921254
29,929,2019-06-14,1202.1392822265625,,,,54.64328976541309,1225.4961981804738,1194.4763305664062,1163.4564629523386
30,930,2019-06-17,1195.6722412109375,,,,51.97659118921904,1224.1106144708558,1195.9548767089843,1167.7991389471129
31,931,2019-06-18,1193.3272705078125,,,,51.00459868627028,1223.6697132420911,1195.5821533203125,1167.4945933985339
32,932,2019-06-19,1198.80712890625,,,,53.20678764406959,1224.0026705870096,1196.190606689453,1168.3785427918965
33,933,2019-06-20,1205.2646484375,13.75318456307332,18.12727185074985,-4.374087287676527,55.73184781270434,1224.8613988127413,1197.071337890625,1169.2812769685088
34,934,2019-06-21,1199.229248046875,12.754513429804092,17.052720166560697,-4.298206736756605,52.86075473629324,1217.6636502758286,1199.468243408203,1181.2728365405776
35,935,2019-06-24,1201.0919189453125,11.975317332334043,16.037239599715367,-4.061922267381323,53.65429334900581,1213.9100950830457,1200.9400817871094,1187.9700684911732
36,936,2019-06-25,1206.4320068359375,11.65435512379804,15.160662704531902,-3.5063075807338606,55.94403816911676,1213.7465103413856,1201.8149963378905,1189.8834823343955
