,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Finbert Compound
58,2015-12-01,520.5742024068935,524.368357361911,518.8583454332854,523.4500122070312,947666,0.0,0.0,-0.964028952177614
59,2015-12-02,526.8332880675765,528.138264355192,518.0607770211844,520.9366455078125,1281142,0.0,0.0,-0.9094031862914562
60,2015-12-03,518.3750324235982,522.4833660139018,515.8617225333214,520.42919921875,1903856,0.0,0.0,0.0
61,2015-12-04,518.9066424900437,518.9066424900437,510.39998782640026,511.8016662597656,2929914,0.0,0.0,0.0
62,2015-12-07,516.2965284635775,517.6982066192426,512.8648743587686,513.2756958007812,2907404,0.0,0.0,0.0
63,2015-12-08,512.816679010398,513.2516908209992,506.0500121808546,507.1375122070313,2451330,0.0,0.0,0.0
64,2015-12-09,506.0983011949488,510.8833128027867,505.0108012386514,506.2674560546875,1945308,0.0,0.0,0.0
65,2015-12-10,505.0833634020396,513.8800069921291,503.778386924612,512.6233520507812,3257170,0.0,0.0,0.0
66,2015-12-11,512.3333518827482,512.6233400931171,503.6333515677581,505.73583984375,1516960,0.0,0.0,-0.9594859424978496
67,2015-12-14,503.14996988882297,512.260790876786,502.7149581147262,509.9408264160156,2939008,0.0,0.0,0.0
68,2015-12-15,508.9500889732405,513.5175661714537,505.2284452562269,512.0675659179688,2278708,0.0,0.0,0.0
69,2015-12-16,513.7833373859501,518.7858256252784,512.0191589052378,515.8616943359375,3421384,0.0,0.0,0.0
70,2015-12-17,519.0516339707873,523.933288418841,514.7499558727544,522.1207885742188,2439006,0.0,0.0,0.0
71,2015-12-18,524.4166995827994,524.4166995827994,516.4416990822315,518.61669921875,1586064,0.0,0.0,0.0
72,2015-12-21,518.0124939172003,521.9516723377411,516.7075175327845,519.7766723632812,1548750,0.0,0.0,0.0
73,2015-12-22,519.3416010710642,520.3082676156357,514.2666017120636,515.4507446289062,1214768,0.0,0.0,0.0
74,2015-12-23,518.4233154382111,521.0091369410134,516.7558390580757,519.1483154296875,1506984,0.0,0.0,0.0
75,2015-12-24,520.1632241088224,520.2599261599615,516.3449386045393,519.0999145507812,1073176,0.0,0.0,0.0
76,2015-12-28,519.1000040567344,521.951682545817,516.0791706997935,520.6708374023438,3877714,0.0,0.0,0.0
77,2015-12-29,521.4924275263173,521.9274392856789,517.7949750733574,521.0090942382812,2115806,0.0,0.0,0.0
78,2015-12-30,521.9999713658035,522.9424477138438,518.3991618302522,519.2449951171875,1056280,0.0,0.0,0.0
79,2015-12-31,519.5833393965215,524.3683512524897,519.5833393965215,523.0391845703125,4645004,0.0,0.0,-0.6788294408470392
80,2016-01-01,523.1599713473452,526.9541259205026,520.1391382475945,526.2291259765625,1597538,0.0,0.0,-0.9651263002306224
81,2016-01-04,523.9333250926845,523.9333250926845,516.2483134134275,517.4083251953125,2593768,0.0,0.0,0.0
82,2016-01-05,517.263250299251,519.4866305776376,512.9857625908668,513.4932861328125,1580436,0.0,0.0,0.0
83,2016-01-06,510.7142046563577,520.4291933544147,510.7142046563577,515.7650146484375,2082768,0.0,0.0,0.0
84,2016-01-07,512.3816242362719,514.7016476978409,507.3549460699708,510.4966125488281,3027714,0.0,0.0,-0.9626907091587782
85,2016-01-08,513.2757710920296,514.5082945995017,511.00412819663984,513.4691162109375,1744178,0.0,0.0,0.0
86,2016-01-11,508.49087917468086,512.8166890969621,505.2283790319811,511.65667724609375,1644456,0.0,0.0,0.0
87,2016-01-12,514.2183223915823,514.2183223915823,504.3583110275221,506.0257873535156,2129368,0.0,0.0,-0.9437517793849112
88,2016-01-13,508.4665838932133,513.6624163807153,501.2165850734432,512.40576171875,2257574,0.0,0.0,-0.4188391864299774
89,2016-01-14,507.57243445947154,511.0766005921957,502.4249234436864,507.3790893554688,3139592,0.0,0.0,0.0
90,2016-01-15,506.5332985525974,510.1341080384234,501.7482870810265,503.705810546875,2708630,0.0,0.0,0.0
91,2016-01-18,500.5641435497991,503.367441287197,493.483298910262,495.8274536132813,3247694,0.0,0.0,0.0
92,2016-01-19,496.47988358954126,501.4824298549037,496.0449308713706,500.6365966796875,3202606,0.0,0.0,0.0
93,2016-01-20,495.4166533553722,535.5333189441487,487.1516653775735,492.1783142089844,4781794,0.0,0.0,0.0
94,2016-01-21,493.4832846006689,499.40411734930575,489.80996343021513,494.449951171875,3150402,0.0,0.0,0.0
95,2016-01-22,495.7549520946813,504.7208085887118,493.9908032146997,497.9783325195313,2118142,0.0,0.0,0.0
96,2016-01-25,502.6424987535013,505.9049988985928,499.3075458057085,503.2225341796875,5071942,0.0,0.0,0.8661467917263508
97,2016-01-27,506.7507788383183,506.8716121642849,499.28330289384365,500.5641479492188,2019734,0.0,0.0,0.0
98,2016-01-28,502.1833251377299,506.0016702088783,497.8333252087217,498.6549682617188,4975986,0.0,0.0,0.0
99,2016-01-29,500.3466149807975,509.8924477783012,500.3466149807975,507.4274597167969,2680092,0.0,0.0,0.0
100,2016-02-01,511.3666301060465,515.7166297950394,509.28827332104674,512.2124633789062,2304742,0.0,0.0,0.0
101,2016-02-02,514.7500102806413,514.8708436163879,507.5966532041799,509.3367004394531,3264314,0.0,0.0,0.0
102,2016-02-03,504.8416442731732,508.1766559253708,503.6333109934384,504.5274658203125,2425122,0.0,0.0,0.0
103,2016-02-04,506.533304882836,509.8683164956483,505.34916188293954,507.11328125,2837996,0.0,0.0,0.0
104,2016-02-05,508.8533021294867,514.1699682235421,505.3732671039,510.0374450683594,3761952,0.0,0.0,0.0
105,2016-02-08,509.9166418012551,511.36664173054777,497.9783326503381,500.6607971191406,1740962,0.0,0.0,-0.953769788146019
106,2016-02-09,496.2382832677527,498.5824970099188,493.314152157426,495.9241638183594,2767730,0.0,0.0,-0.7599399387836456
107,2016-02-10,494.8850046023864,497.9058378917839,488.2149810991366,489.5924987792969,3841140,0.0,0.0,-0.2574591562151909
108,2016-02-11,488.1666613994405,489.6166613837952,467.9633341841623,471.3949890136719,4401800,0.0,0.0,-0.95351899927482
109,2016-02-12,473.1833005265712,476.7841395103161,466.8999676288741,469.5099792480469,6271072,0.0,0.0,-0.9263544231653214
110,2016-02-15,473.6666482357542,477.654148080596,469.3649699363406,470.57330322265625,5456480,0.0,0.0,0.0
111,2016-02-16,474.3916512816944,474.6333179405236,464.96665158735607,470.5008239746094,3568048,0.0,0.0,0.0
112,2016-02-17,472.1682962051681,473.61829605491226,463.5166186348986,471.2016296386719,3751962,0.0,0.0,0.0
113,2016-02-18,476.5666555159045,479.1041554565318,472.2166556176864,478.2341613769531,3399928,0.0,0.0,0.0
114,2016-02-19,477.89582418314967,479.756645680724,470.52499099094433,478.1616516113281,1664330,0.0,0.0,0.0
115,2016-02-22,475.1166464399296,481.399979505768,475.1166464399296,477.8958129882813,2001198,0.0,0.0,0.0
116,2016-02-23,476.0350004390525,476.3249886320014,466.899988856939,468.85748291015625,3039160,0.0,0.0,-0.6153087764978409
117,2016-02-24,463.9999753185545,465.4016537107922,457.4266541350046,458.9732971191406,3231734,0.0,0.0,-0.9543155692517756
118,2016-02-25,461.100018531015,462.6708519274781,453.4633574575059,455.61419677734375,4231598,0.0,0.0,-0.9649271555244924
119,2016-02-26,459.1666706891016,469.3166707780185,456.7500040012642,464.48333740234375,3104694,0.0,0.0,0.0
120,2016-02-29,464.5316448065326,474.9233112481549,448.5333236197928,469.72747802734375,4406376,0.0,0.0,-0.9644915065728128
121,2016-03-01,471.2258130320767,476.9291401482258,469.72746208186,475.6724853515625,2161280,0.0,0.0,0.7639427843193213
122,2016-03-02,482.36662130843206,488.6016325222673,480.9166214447794,486.8132934570313,3179488,0.0,0.0,0.0
123,2016-03-03,488.5291524966284,492.9999857002829,488.1666525071429,490.994140625,2305200,0.0,0.0,0.0
124,2016-03-04,490.8007896371122,495.3682950756228,479.9982730285303,493.2657775878906,2852312,0.0,0.0,0.0
125,2016-03-08,494.9333066278828,494.9333066278828,487.9249736727028,490.1724853515625,956844,0.0,0.0,0.0
126,2016-03-09,489.6166204118514,497.7849647736393,486.5957873639008,495.3199768066406,3264086,0.0,0.0,0.0
127,2016-03-10,495.3200133923728,495.7791564493167,488.2149781384075,493.6041564941406,1335696,0.0,0.0,0.0
128,2016-03-11,492.9515977827487,498.2199420539138,489.61658652847774,497.2048950195313,2365428,0.0,0.0,0.0
129,2016-03-14,496.8666768436471,501.6758200085557,495.537510149756,496.6492004394531,1504328,0.0,0.0,0.0
130,2016-03-15,496.8183471703469,499.47668051457896,493.7975138246285,496.2383117675781,3845018,0.0,0.0,0.0
131,2016-03-16,496.3833049456219,499.8874714118885,492.49247773486655,498.05078125,2401774,0.0,0.0,0.0
132,2016-03-17,500.2258159357762,502.1833395603096,488.7225178601949,492.2266845703125,2556742,0.0,0.0,0.0808559879660606
133,2016-03-18,494.4258250673351,498.79998570861017,490.7524741390536,497.05999755859375,2067534,0.0,0.0,0.0
134,2016-03-21,499.2833031835065,506.2191242978817,498.9208032053965,505.373291015625,2659398,0.0,0.0,0.8893733769655228
135,2016-03-22,505.80829090670267,510.6899453637714,503.00493420825137,509.36077880859375,2060132,0.0,0.0,0.0
136,2016-03-23,508.97415964174206,508.97415964174206,502.9324933386049,507.185791015625,4232150,0.0,0.0,0.0
137,2016-03-28,505.0832927403416,508.94995909624856,503.46413800393486,506.2916259765625,5635434,0.0,0.0,0.0
138,2016-03-29,506.2916767783772,512.0916768942154,504.7208434136711,509.3367004394531,3366976,0.0,0.0,0.0
139,2016-03-30,511.3666262421094,517.1183042542247,509.3849715322268,514.7257690429688,3907190,0.0,0.0,0.9102683700621128
140,2016-03-31,515.6441163661174,521.468306198183,514.7741518314637,517.7224731445312,10040196,0.0,0.0,0.0
141,2016-04-01,516.5866780100092,520.2599994560564,510.78667814762434,514.484130859375,2579324,0.0,0.0,-0.9512607799842954
142,2016-04-04,514.8465781967069,518.5199582677221,514.2666018700432,516.7074584960938,3089980,0.0,0.0,0.0
143,2016-04-05,516.6833539006052,520.5016991860631,510.23086544388553,511.100830078125,3331514,0.0,0.0,0.0
144,2016-04-06,512.8166219286351,515.6924314108229,510.76245544117353,513.0582885742188,2147688,0.0,0.0,0.0
145,2016-04-07,514.2666892264477,514.6291892423499,506.0742124673217,510.1583557128906,1955846,0.0,0.0,0.0
146,2016-04-08,509.91661601289206,513.9524371451873,509.5541160489019,512.0191040039062,1481398,0.0,0.0,0.0
147,2016-04-11,512.4783408194068,519.1483052092881,504.04413901755146,517.6257934570312,2024810,0.0,0.0,0.0
148,2016-04-12,516.9732519305422,517.6499303062345,511.970764404182,513.7832641601562,2470740,0.0,0.0,0.0
149,2016-04-13,518.1333252686619,524.3924682376455,516.9249919541361,522.8458251953125,2487302,0.0,0.0,0.9290686072781682
150,2016-04-18,523.6916018198552,527.7999346444689,517.9399240652676,525.7699584960938,2058534,0.0,0.0,0.0644268617033958
151,2016-04-20,527.7516319267817,531.6666197814066,523.7158107494793,530.62744140625,1910676,0.0,0.0,0.0
152,2016-04-21,529.2500428753574,534.155888406251,526.350042640424,527.3892211914062,4095864,0.0,0.0,0.0
153,2016-04-22,526.5916524596863,532.0774738448868,524.5132955821648,527.8724975585938,3904660,0.0,0.0,0.0
154,2016-04-25,531.666613442931,531.666613442931,524.1749475262352,528.4041137695312,2780980,0.0,0.0,0.0
155,2016-04-26,529.2499579984304,538.9166238979451,528.0416247609911,538.3607788085938,3526898,0.0,0.0,0.9309209994971752
156,2016-04-27,536.4274600803723,543.7499714966568,536.0166385687044,543.36328125,2881818,0.0,0.0,0.0
157,2016-04-28,543.3632850943646,549.404951487073,536.6691305313734,538.4091186523438,4044792,0.0,0.0,0.9347585812211036
158,2016-04-29,538.3366922681034,549.0666687077298,534.663311720594,547.302490234375,2805970,0.0,0.0,0.0
159,2016-05-02,545.0792262004946,546.1667263192719,539.4000589135464,540.1975708007812,1931358,0.0,0.0,0.0
160,2016-05-03,542.2516498843638,548.5833044171546,538.0224834406192,540.3666381835938,2347648,0.0,0.0,0.0
161,2016-05-04,540.1249818494375,548.3416482399882,538.554148568891,544.8858032226562,2646164,0.0,0.0,0.0
162,2016-05-05,545.1999635179794,548.4624632996695,542.6382734224676,547.2783203125,2607124,0.0,0.0,0.0
163,2016-05-06,547.1332777957851,547.2541111168531,540.0041118527747,541.1641235351562,1366576,0.0,0.0,0.0
164,2016-05-09,541.3332914097646,553.3924335422503,540.849958113863,551.6766357421875,3476590,0.0,0.0,0.0
165,2016-05-10,552.6917296592043,554.6250632128875,549.1150507847586,553.368408203125,2726500,0.0,0.0,0.0
166,2016-05-11,548.4382083740607,553.416564387585,546.0215421540275,550.419921875,3073686,0.0,0.0,0.0
167,2016-05-12,552.9332664926386,556.7999326918879,547.3749338312178,555.3982543945312,2110844,0.0,0.0,0.4391472265124321
168,2016-05-13,554.8665295065306,554.8665295065306,546.1665316571251,551.4348754882812,2522658,0.0,0.0,0.0
169,2016-05-16,553.4166626599442,563.5183410536052,547.3991863037711,562.02001953125,2259384,0.0,0.0,0.0
170,2016-05-17,563.1074455115538,565.1374216297872,556.4616130998287,557.500732421875,2147712,0.0,0.0,0.0
171,2016-05-18,556.3166974611537,556.3166974611537,546.89169693944,551.314208984375,2081322,0.0,0.0,0.0
172,2016-05-19,551.0482523114581,552.3049070201357,547.1332646033824,550.66162109375,1927898,0.0,0.0,0.0
173,2016-05-20,550.9756735347363,555.1081961134586,547.9065194268788,551.4348754882812,1008316,0.0,0.0,0.0
174,2016-05-23,551.9424477863736,555.8091142525876,547.713281338952,549.4291381835938,1731766,0.0,0.0,0.0
175,2016-05-24,550.2265768798467,552.7640764113545,548.8490889342991,550.9757080078125,1629734,0.0,0.0,0.0
176,2016-05-25,554.045031551009,568.3758178894735,554.045031551009,567.0950317382812,2883674,0.0,0.0,0.0
177,2016-05-26,568.4483296220483,574.6350199770101,563.6875080211001,571.9041748046875,6852780,0.0,0.0,0.0
178,2016-05-27,571.9041382687946,575.1666381067953,568.7382814924013,573.6199951171875,2887592,0.0,0.0,0.929919822141528
179,2016-05-30,573.7166298205227,577.5832962388581,569.414951629995,570.2124633789062,1907266,0.0,0.0,0.0
180,2016-05-31,573.1849199375465,573.1849199375465,569.076587262643,571.2515869140625,2757820,0.0,0.0,0.0
181,2016-06-01,571.7591000582171,571.7591000582171,565.9832907596053,567.9891357421875,2837816,0.0,0.0,0.0
182,2016-06-02,567.7716227256831,570.623301090317,565.9833130566773,567.8924560546875,3955308,0.0,0.0,0.0
183,2016-06-03,570.3815852004263,572.7499300446215,565.0407879198058,566.3457641601562,2262210,0.0,0.0,0.0
184,2016-06-06,568.3999611826613,571.4933061048732,565.524151645984,566.0316162109375,2773654,0.0,0.0,0.0
185,2016-06-07,568.8591022636303,570.3332924248176,564.364137986433,567.2882690429688,2814252,0.0,0.0,0.0
186,2016-06-08,568.3033137238923,569.3666233761188,561.1499573341883,561.9232788085938,2371406,0.0,0.0,0.0
187,2016-06-09,561.8750305991753,562.6966737103274,557.0416970026232,560.376708984375,2324092,0.0,0.0,0.0
188,2016-06-10,559.8932822240057,566.8049127136927,558.8299136097615,561.319091796875,3161156,0.0,0.0,0.0
189,2016-06-13,558.1291401756589,563.0591163414024,556.3408305274662,557.2349853515625,1661618,0.0,0.0,0.0
190,2016-06-14,558.2499285975823,559.2165951406084,553.054095928817,556.7274169921875,1914384,0.0,0.0,0.0
191,2016-06-15,558.2499477609433,565.9349588419373,557.3799242420965,565.282470703125,1522912,0.0,0.0,0.0
192,2016-06-16,563.8324888827233,564.9441200805516,558.4191204823233,561.705810546875,2363884,0.0,0.0,0.0
193,2016-06-17,564.0499391213441,569.366605214176,563.3491294639106,565.4999389648438,1880826,0.0,0.0,0.0
194,2016-06-20,560.1833212622198,569.9708210513138,560.086678197896,566.4908447265625,1371382,0.0,0.0,0.0
195,2016-06-21,567.9166195381345,568.1340959198267,561.2465964913855,563.8807983398438,1335484,0.0,0.0,0.0
196,2016-06-22,563.5666423672243,567.9166421796642,563.5666423672243,566.2249755859375,1901920,0.0,0.0,0.0
197,2016-06-23,565.4033949298314,576.0608602456438,564.2917045881966,575.2150268554688,1963366,0.0,0.0,0.91624622233212
198,2016-06-24,560.594104093648,566.4182938330795,554.3832831229576,561.5849609375,5586982,0.0,0.0,0.0
199,2016-06-27,561.6333740953515,565.0167076742392,557.3075640483216,560.6425170898438,2081894,0.0,0.0,0.0
200,2016-06-28,561.2708414316041,566.9983297141127,555.8333413531494,564.0258178710938,2017490,0.0,0.0,0.0
201,2016-06-29,567.7049342922587,569.8977859697825,565.122218522545,569.3130493164062,2710334,4.75,0.0,0.0
202,2016-06-30,570.6287216946176,575.0144249356523,566.3161254045817,573.2844848632812,8139446,0.0,0.0,0.0
203,2016-07-01,575.014441609129,577.4509434803541,571.0186023342833,572.3342895507812,2152438,0.0,0.0,0.0
204,2016-07-04,574.1372336084761,574.770747840923,570.8236270058043,571.505859375,3624926,0.0,0.0,0.0
205,2016-07-05,571.5059129012096,572.2368634756135,566.2430449715378,567.997314453125,1068164,0.0,0.0,0.0
206,2016-07-07,569.11811855883,579.2783194573783,565.7070159416257,577.7677001953125,2416308,0.0,0.0,0.0
207,2016-07-08,577.4995889496621,577.7432391061242,570.7504915126401,572.5047607421875,1559434,0.0,0.0,0.0
208,2016-07-11,577.9382308448049,585.6863185178678,575.526117840554,584.6386108398438,2551266,0.0,0.0,0.0
209,2016-07-12,589.5846830382555,589.5846830382555,582.5919351775066,585.80810546875,3523016,0.0,0.0,0.0
210,2016-07-13,584.6629298490961,585.7105779171338,581.4954778659669,583.6639404296875,3343536,0.0,0.0,0.0
211,2016-07-14,585.2477263660186,585.8081336712604,580.9594594479752,584.9309692382812,1729834,0.0,0.0,0.0
212,2016-07-15,586.6121582738133,597.4302017546922,582.3726097319204,596.3093872070312,2887108,0.0,0.0,0.0
213,2016-07-18,596.942978656963,603.5215339319581,595.7978346357053,598.1368408203125,2219242,0.0,0.0,0.0
214,2016-07-19,598.8921534041172,599.7449290497292,591.5095409179798,593.702392578125,1293002,0.0,0.0,0.0
215,2016-07-20,595.968337553256,603.5214930986979,595.359212106043,600.4514770507812,2345166,0.0,0.0,0.8509491439908743
216,2016-07-21,599.7204622994528,604.2036608018497,595.7246235875498,598.6971435546875,4556452,0.0,0.0,-0.9641612181439996
217,2016-07-22,601.0118672954666,601.6453815365444,595.2373701168158,599.769287109375,2810136,0.0,0.0,0.0
218,2016-07-25,600.8414042800136,608.8574722138718,597.9176018260964,607.6392211914062,4936442,0.0,0.0,0.0
219,2016-07-26,605.4219328390149,607.005658887841,601.8890054993258,603.6676635742188,2832996,0.0,0.0,0.0
220,2016-07-27,604.7397646266777,607.9316058729416,599.3794605083107,602.7661743164062,5367368,0.0,0.0,0.0
221,2016-07-28,603.2778521647253,609.7345820041297,602.0839900638553,608.3701171875,5323264,0.0,0.0,0.0
222,2016-07-29,608.1509072012867,609.1255080141093,601.8160019179401,607.2737426757812,1697838,0.0,0.0,0.0
223,2016-08-01,608.6381797954234,613.4867948236887,598.2343284909384,605.373291015625,2780432,0.0,0.0,0.0
224,2016-08-02,607.6635221265075,612.2684865314994,604.4473517892983,605.8605346679688,2664698,0.0,0.0,0.0
225,2016-08-03,604.7884368037667,609.1010328924449,599.866715293385,604.4716796875,2366938,0.0,0.0,0.0
226,2016-08-04,607.4686162097621,607.517334348727,601.1337115367413,604.73974609375,2331440,0.0,0.0,0.0
227,2016-08-05,607.858394055181,611.8786214504072,605.1051355178342,608.7598876953125,2892456,0.0,0.0,0.0
228,2016-08-08,610.5386570376193,611.561975937026,606.4697107680082,608.9305419921875,2364388,0.0,0.0,0.0
229,2016-08-09,610.5385727621292,610.5385727621292,603.1315723292694,607.7609252929688,2105428,0.0,0.0,0.0
230,2016-08-10,606.6888983077408,609.588311417339,594.3845652296119,597.8687744140625,1809860,0.0,0.0,0.0
231,2016-08-11,597.8201106291135,601.8159498218216,595.481045086855,598.5266723632812,1428036,0.0,0.0,0.0
232,2016-08-12,599.8911140442326,601.8159266147468,594.21405312291,598.7459106445312,2320748,0.0,0.0,0.0
233,2016-08-16,600.8413701176104,603.4971334016197,591.4852265910082,598.0637817382812,1734284,0.0,0.0,0.1102155400440096
234,2016-08-17,601.0363223527507,603.0342420861143,597.4302875131929,601.7672729492188,2755518,0.0,0.0,0.0
235,2016-08-18,603.2778942115768,611.5132828550662,601.5967316282962,610.34375,3055828,0.0,0.0,0.0260634906589984
236,2016-08-19,609.1254632451479,609.1254632451479,604.9590212825876,607.7122802734375,2055318,0.0,0.0,0.0
237,2016-08-22,606.7133405754425,611.2939163984204,604.739750311888,609.2716674804688,2750646,0.0,0.0,0.0
238,2016-08-23,609.6127088617324,611.0746098422162,607.2005960378955,609.8319702148438,2657262,0.0,0.0,0.0
239,2016-08-24,610.1243713374525,616.0450224617667,607.6878698097839,614.8755493164062,2785468,0.0,0.0,0.0
240,2016-08-25,615.947633191019,617.3120979445814,611.2208436606512,613.2918701171875,4364944,0.0,0.0,0.0
